latDeg_current,Mi8,Pixel4,Pixel4Modded,Pixel4XL,Pixel4XLModded,Pixel5,SamsungS20Ultra
37.5625429,1,0,0,0,0,0,0
37.3957001,0,0,0,0,0,1,0
37.437817100000004,1,0,0,0,0,0,0
37.3985398,0,0,0,0,1,0,0
37.4540084,0,1,0,0,0,0,0
37.3392817,0,1,0,0,0,0,0
37.369038700000004,0,0,0,1,0,0,0
37.442066,0,0,0,1,0,0,0
37.4235748,0,1,0,0,0,0,0
37.420345399999995,0,1,0,0,0,0,0
37.4435777,0,0,0,0,0,1,0
37.3377792,0,0,0,0,1,0,0
37.567437700000006,0,1,0,0,0,0,0
37.3488688,0,1,0,0,0,0,0
37.334199600000005,0,0,0,1,0,0,0
37.4597989,0,1,0,0,0,0,0
37.362987100000005,1,0,0,0,0,0,0
37.61246129999999,0,0,0,1,0,0,0
37.3880755,0,1,0,0,0,0,0
37.3874885,0,0,0,1,0,0,0
37.466518799999996,0,1,0,0,0,0,0
37.3794291,1,0,0,0,0,0,0
37.3646744,0,1,0,0,0,0,0
37.365625,1,0,0,0,0,0,0
37.3365527,0,1,0,0,0,0,0
37.4199002,1,0,0,0,0,0,0
37.443952,0,1,0,0,0,0,0
37.604496000000005,1,0,0,0,0,0,0
37.390756700000004,0,1,0,0,0,0,0
37.5177442,0,0,0,0,1,0,0
37.3353489,0,0,0,0,0,0,1
37.439950399999994,0,1,0,0,0,0,0
37.5993641,0,0,0,0,1,0,0
37.5037151,1,0,0,0,0,0,0
37.33638079999999,0,0,0,0,0,0,1
37.4679779,0,1,0,0,0,0,0
37.385266200000004,0,0,0,0,0,1,0
37.421948799999996,0,0,1,0,0,0,0
37.3309888,0,0,0,0,0,0,1
37.358052,0,0,0,1,0,0,0
37.429404,0,0,0,1,0,0,0
37.3533112,0,0,0,0,0,1,0
37.376622600000005,0,0,0,0,0,1,0
37.37149829999999,1,0,0,0,0,0,0
37.4186578,0,1,0,0,0,0,0
37.3344929,0,1,0,0,0,0,0
37.3523439,1,0,0,0,0,0,0
37.334492299999994,0,0,0,0,0,0,1
37.3845462,0,0,0,0,0,1,0
37.3877078,1,0,0,0,0,0,0
37.358191399999995,0,1,0,0,0,0,0
